"corner","active"
"1560,300","true"
"1560,330","false"
"1560,360","true"
"1560,390","true"
"1560,420","true"
"1560,450","true"
"1560,480","false"
"1560,510","true"
"1560,540","true"
"1560,570","true"
"1560,600","false"
"1560,630","false"
"1560,660","false"
"1560,690","false"
"1560,720","false"
"1560,750","false"
"1560,780","false"
"1560,810","false"
"1560,840","false"
"1560,870","false"
"1560,900","false"
"1560,930","false"
"1590,0","true"
"1590,30","true"
"1590,60","true"
"1590,90","false"
"1590,120","true"
"1590,150","true"
"1590,180","true"
"1590,210","false"
"1590,240","true"
"1590,270","true"
"1590,300","true"
"1590,330","true"
"1590,360","true"
"1590,390","true"
"1590,420","true"
"1590,450","true"
"1590,480","false"
"1590,510","true"
"1590,540","true"
"1590,570","true"
"1590,600","false"
"1590,630","false"
"1590,660","false"
"1590,690","false"
"1590,720","false"
"1590,750","false"
"1590,780","false"
"1590,810","false"
"1590,840","false"
"1590,870","false"
"1590,900","false"
"1590,930","false"
"1620,0","true"
"1620,30","true"
"1620,60","true"
"1620,90","false"
"1620,120","true"
"1620,150","true"
"1620,180","true"
"1620,210","false"
"1620,240","false"
"1620,270","true"
"1620,300","true"
"1620,330","true"
"1620,360","true"
"1620,390","true"
"1620,420","true"
"1620,450","true"
"1620,480","false"
"1620,510","true"
"1620,540","true"
"1620,570","true"
"1620,600","false"
"1620,630","false"
"1620,660","false"
"1620,690","false"
"1620,720","false"
"1620,750","false"
"1620,780","false"
"1620,810","false"
"1620,840","false"
"1620,870","false"
"1620,900","false"
"1620,930","false"
"1650,0","true"
"1650,30","true"
"1650,60","true"
"1650,90","false"
"1650,120","true"
"1650,150","true"
"1650,180","true"
"1650,210","false"
"1650,240","false"
"1650,270","false"
"1650,300","true"
"1650,330","true"
"1650,360","true"
"1650,390","true"
"1650,420","true"
"1650,450","false"
"1650,480","false"
"1650,510","true"
"1650,540","true"
"1650,570","true"
"1650,600","false"
"1650,630","false"
"1650,660","false"
"1650,690","false"
"1650,720","false"
"1650,750","false"
"1650,780","false"
"1650,810","false"
"1650,840","false"
"1650,870","false"
"1650,900","false"
"1650,930","false"
"1680,0","true"
"1680,30","true"
"1680,60","true"
"1680,90","false"
"1680,120","false"
"1680,150","true"
"1680,180","true"
"1680,210","false"
"1680,240","false"
"1680,270","false"
"1680,300","false"
"1680,330","true"
"1680,360","true"
"1680,390","false"
"1680,420","false"
"1680,450","false"
"1680,480","false"
"1680,510","true"
"1680,540","true"
"1680,570","true"
"1680,600","false"
"1680,630","false"
"1680,660","false"
"1680,690","false"
"1680,720","false"
"1680,750","false"
"1680,780","false"
"1680,810","false"
"1680,840","false"
"1680,870","false"
"1680,900","false"
"1680,930","false"
"1710,0","true"
"1710,30","true"
"1710,60","true"
"1710,90","true"
"1710,120","false"
"1710,150","false"
"1710,180","false"
"1710,210","false"
"1710,240","false"
"1710,270","false"
"1710,300","false"
"1710,330","false"
"1710,360","false"
"1710,390","false"
"1710,420","false"
"1710,450","false"
"1710,480","true"
"1710,510","true"
"1710,540","true"
"1710,570","true"
"1710,600","false"
"1710,630","false"
"1710,660","false"
"1710,690","false"
"1710,720","false"
"1710,750","false"
"1710,780","false"
"1710,810","false"
"1710,840","false"
"1710,870","false"
"1710,900","false"
"1710,930","false"
"1740,0","true"
"1740,30","true"
"1740,60","true"
"1740,90","true"
"1740,120","true"
"1740,150","true"
"1740,180","true"
"1740,210","true"
"1740,240","true"
"1740,270","true"
"1740,300","true"
"1740,330","true"
"1740,360","true"
"1740,390","true"
"1740,420","true"
"1740,450","true"
"1740,480","true"
"1740,510","true"
"1740,540","true"
"1740,570","true"
"1740,600","false"
"1740,630","false"
"1740,660","false"
"1740,690","false"
"1740,720","false"
"1740,750","false"
"1740,780","false"
"1740,810","false"
"1740,840","false"
"1740,870","false"
"1740,900","false"
"1740,930","false"
"1770,0","false"
"1770,30","true"
"1770,60","true"
"1770,90","true"
"1770,120","true"
"1770,150","true"
"1770,180","true"
"1770,210","true"
"1770,240","true"
"1770,270","true"
"1770,300","true"
"1770,330","true"
"1770,360","true"
"1770,390","true"
"1770,420","true"
"1770,450","true"
"1770,480","true"
"1770,510","true"
"1770,540","true"
"1770,570","false"
"1770,600","false"
"1770,630","false"
"1770,660","false"
"1770,690","false"
"1770,720","false"
"1770,750","false"
"1770,780","false"
"1770,810","false"
"1770,840","false"
"1770,870","false"
"1770,900","false"
"1770,930","false"
"1800,0","false"
"1800,30","false"
"1800,60","true"
"1800,90","true"
"1800,120","true"
"1800,150","true"
"1800,180","true"
"1800,210","true"
"1800,240","true"
"1800,270","true"
"1800,300","true"
"1800,330","true"
"1800,360","true"
"1800,390","true"
"1800,420","true"
"1800,450","true"
"1800,480","true"
"1800,510","true"
"1800,540","false"
"1800,570","false"
"1800,600","false"
"1800,630","false"
"1800,660","false"
"1800,690","false"
"1800,720","false"
"1800,750","false"
"1800,780","false"
"1800,810","false"
"1800,840","false"
"1800,870","false"
"1800,900","false"
"1800,930","false"
"1830,0","false"
"1830,30","false"
"1830,60","false"
"1830,90","false"
"1830,120","false"
"1830,150","false"
"1830,180","false"
"1830,210","false"
"1830,240","false"
"1830,270","false"
"1830,300","false"
"1830,330","false"
"1830,360","false"
"1830,390","false"
"1830,420","false"
"1830,450","false"
"1830,480","false"
"1830,510","false"
"1830,540","false"
"1830,570","false"
"1830,600","false"
"1830,630","false"
"1830,660","false"
"1830,690","false"
"1830,720","false"
"1830,750","false"
"1830,780","false"
"1830,810","false"
"1830,840","false"
"1830,870","false"
"1830,900","false"
"1830,930","false"
"1860,0","false"
"1860,30","false"
"1860,60","false"
"1860,90","false"
"1860,120","false"
"1860,150","false"
"1860,180","false"
"1860,210","false"
"1860,240","false"
"1860,270","false"
"1860,300","false"
"1860,330","false"
"1860,360","false"
"1860,390","false"
"1860,420","false"
"1860,450","false"
"1860,480","false"
"1860,510","false"
"1860,540","false"
"1860,570","false"
"1860,600","false"
"1860,630","false"
"1860,660","false"
"1860,690","false"
"1860,720","false"
"1860,750","false"
"1860,780","false"
"1860,810","false"
"1860,840","false"
"1860,870","false"
"1860,900","false"
"1860,930","false"
"1890,0","false"
"1890,30","false"
"1890,60","false"
"1890,90","false"
"1890,120","false"
"1890,150","false"
"1890,180","false"
"1890,210","false"
"1890,240","false"
"1890,270","false"
"1890,300","false"
"1890,330","false"
"1890,360","false"
"1890,390","false"
"1890,420","false"
"1890,450","false"
"1890,480","false"
"1890,510","false"
"1890,540","false"
"1890,570","false"
"1890,600","false"
"1890,630","false"
"1890,660","false"
"1890,690","false"
"1890,720","false"
"1890,750","false"
"1890,780","false"
"1890,810","false"
"1890,840","false"
"1890,870","false"
"1890,900","false"
"1890,930","false"
